,answer,passage,question,tf
454,正しくない,教育を担任する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。教育を担任する者、授業を受ける者は、授業の過程で利用するために著作物を複製することが違法である。,1
968,人間中心設計,"サインシステム,インフォグラフィックス,ユーザインタフェースなどのデザインにおいて,情報デザインとして優れているものは,利用者の立場に立ったデザインがなされている。これは「人間中心設計」という考え方で,その設計プロセスはiso(国際標準化機構)で規定されている。人間中心設計のプロセスは,利用者のニーズを把握し,そのニーズに基づいたデザインを行い,利用者の評価を受けて改善を行う。人間中心設計では,利用者のニーズを完全に満たすまで評価と改善を繰り返すことになる。",情報デザインとして優れているものに適用できる考え方は何か,0
351,正しい,"平成30年の警察白書によれば,サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反2.コンピュータ・電磁的記録対象犯罪等3.ネットワーク利用犯罪",次の文章は正しいか答えなさい。サイバー犯罪は次の3つの類型に分類することができる。,0
377,産業財産権と著作権,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は,申請の必要な産業に関する産業財産権と,申請の必要がない文化や芸術に関する著作権に大きく分けられる。","知的財産権とは,人間の幅広い知的創造活動の成果について,ある創作者に一定期間の権利保護を与えるようにした制度である。",0
1042,正しい,利用者に適切な行動を誘導する役割を持たせたデザインをシグニファイアという。適切なシグニファイアがデザインされたユーザインターフェースは、利用者が得られる体験(ユーザエクスペリエンス)の向上をもたらすため、情報デザインの重要性は一層増してきている。,次の文章は正しいか答えなさい。シグニファイアがデザインされたユーザインターフェースは利用者が得られる体験の向上をもたらすため、情報デザインの重要性は一層増してきている。,1
995,アイソタイプの目的は、言語の壁を越えて情報を伝達することで、社会的不平等を解消することである。,オットー・ノイラートが考案したアイソタイプは、文字が読めない社会的弱者を含めた、あらゆる人々に向けて、情報をグラフィカルに伝達しようとしたものである。その目的は、言語の壁を越えて情報を伝達することで、社会的な不平等を解消しようとしたものと言われている。,オットー・ノイラートが考案したアイソタイプとは何か,0
798,コミュニケーションとは、送り手と受け手の間で情報のやり取りをすることである。,コミュニケーションは、送り手と、受け手の間で情報のやり取りをすることを指す。,コミュニケーションとは、送り手と受手の間で情報のやり取りをすることを指す。,0
1094,正しくない,発散技法は多くの視点から多様な発想を生み出そうとする方法であり、主な発想法としてはブレーンストーミングやブレーンライティングがある。また、収束技法は集めたデータをまとめていくことで有効な情報を形成していく方法であり、kj法や特性要因図が該当する。統合技法は先述した発散と収束を繰り返す方法であり、ワークデザイン法とインプットアウトプット法が該当する。態度技法は創造的態度を身に付ける方法でロールプレイング、ワールドカフェがその代表である。,次の文章は正しいか答えなさい。態度技法は主に集めたデータをまとめていくことで有効な情報を形成していく方法であり、ロールプレイング、ワールドカフェがその代表である。,1
79,"6人程度のグループを組んで,6×3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法","ブレーンストーミングやkj法以外に,授業に取り入れやすい発想法としては,ブレーンライティング(635法)がある。ブレーンライティングは,6人程度のグループを組んで,6×3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法である。",635法はどのような発想法か答えなさい。,1
119,正しくない,知的財産権は、申請が必要な産業に関する産業財産権と、申請の必要がない文化や芸術に関する著作権に大きく分けられる。,次の文章は正しいか答えなさい。知的財産権は、申請の必要がない産業に関する産業財産権と、申請が必要な文化や芸術に関する著作権に大きく分けられる。,1
982,正しい,"現在のスマートフォンは,電話,メール,カメラ,web閲覧,音楽プレーヤー,ゲーム機‥‥と様々な機能を兼ね備えているため,利用者が操作に迷わないようなユーザインタフェースを備える必要がある。椅子やベッドのように物の存在自体が,人間の物に対する働きかけ方を想起させる場合がある。例えば,ユーザインタフェースは,「機器の操作」を利用者に想起させる。この「情報デザインの考え方」には,「情報の視覚的な表現」という「情報の見せ方」だけでなく,階層化されたメニューのように「情報を表示する順序」といった「情報の出し方」のデザインも含まれている。","次の文章は正しいか答えなさい。スマートフォンには,電話やメールなど多様な機能を兼ね備えているものがあります。",1
300,英数字・記号などを組み合わせ、他人に容易に推測されないようにする。,"これらを実現するためには,認証技術は欠かすことができない。認証はユーザidとパスワードを使って行うことが多い。一般の利用者が情報システムを利用するにあたり,設定するパスワードは通常,英数字,記号などを組み合わせ,他の人に容易に推測されない複雑なものにする必要がある。","一般の利用者が情報システムを利用するにあたり,設定するパスワードは通常どのようなものですか",1
897,マスメディア,15世紀にはグーテンベルクによって活版印刷術が発明されたことにより、情報の複製が大量にできるようになったことで、同じ情報を同時に複数人に伝えることが容易になった。その後、産業革命をきっかけに、不特定多数への情報伝達の需要が高まり、マスメディアが誕生した。,産業革命をきっかけに、不特定多数への情報伝達の需要が高まったのはどのような実体であったか,0
128,正しい,スマートフォンなど個人が所有する情報機器の普及はコミュニケーションの利便性の向上につながっている反面、年齢や所得など、個人の技術や社会環境の差により格差(デジタルデバイド)を生じ、新しい情報を手に入れる機会や量が異なることがある。,次の文章は正しいか答えなさい。スマートフォンなど個人が所有する情報機器の普及はコミュニケーションの利便性の向上につながっている反面、年齢や所得など、個人の技術や社会環境の差によりデジタルデバイドを生じ、新しい情報を手に入れる機会や量が異なることがある。,1
167,アルゴリズム,"問題を解決するための方法や手順をアルゴリズムといい,アルゴリズムをコンピュータが実行できる形式であらわしたものをプログラムという。アルゴリズムは流れ図(フローチャート)などを用いて図式化するとわかりやすい。アルゴリズムはプログラミング言語を用いてプログラムにすることで,コンピュータに実行させることができる。",問題を解決するための方法や手順を何というでしょう,1
8,正しくない,tcp/ipの4階層モデルについて、インターネットの通信においては、tcp、ipv4、ipv6、dhcp、http、smtp、popなどの様々なプロトコルが用いられるが、これらは4層のレイヤに分けて考えることができる。アプリケーション層、トランスポート層、インターネット層、ネットワークインタフェース層の4つである。,tcp/ipの4階層モデルについて、インターネットの通信においては様々なプロトコルが用いられるが、これらは7層のレイヤに分けて考えることができる。,1
1036,正しい,利用者に適切な行動を誘導する役割を持たせたデザインをシグニファイアという。適切なシグニファイアがデザインされたユーザインターフェースは、利用者が得られる体験(ユーザエクスペリエンス)の向上をもたらすため、情報デザインの重要性は一層増してきている。,次の文章は正しいか答えなさい。シグニファイアがデザインされたユーザインタフェースは、利用者が得られる体験の向上をもたらすため、情報デザインの重要性は一層高まっている。,1
727,正しくない,"アナログ情報をデジタル化するときには,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化,量子化した数値を2進法で表現する符号化の手順が行われる。","次の文章は正しいか答えなさい。アナログ情報をデジタル情報に変換する際は,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化の手順が行われる。",1
590,正しい,スマートフォンなど個人が所有する情報機器の普及はコミュニケーションの利便性の向上につながっている反面、年齢や所得など、個人の技術や社会環境の差により格差(デジタルデバイド)を生じ、新しい情報を手に入れる機会や量が異なることがある。,次の文章は正しいか答えなさい。スマートフォンなど個人が所有する情報機器の普及はコミュニケーションの利便性の向上につながった。,1
1072,"6人程度のグループを組んで,6×3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法","ブレーンストーミングやkj法以外に,授業に取り入れやすい発想法としては,ブレーンライティング(635法)がある。ブレーンライティングは,6人程度のグループを組んで,6×3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法である。",ブレーンライティングとはどのような発想法ですか,1
116,生存する個人に関する情報で、氏名・生年月日その他の記述などで特定の個人を識別できるもの。または個人識別符号が含まれるもの。,"2003年に成立した「個人情報の保護に関する法律」(以下,「個人情報保護法」という)では,個人情報を以下のように定義している。「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ,それによって特定の個人を識別することができることとなるものを含む。),または個人識別符号が含まれるもの。」",2003年に成立した個人情報保護法における個人情報の定義を答えよ。,1
424,生存する個人に関する情報であって、当該情報に含まれる氏名、生年月日その他の記述等により特定の個人を識別することができるもの、あるいは個人識別符号が含まれるもの,"2003年に成立した「個人情報の保護に関する法律」では,個人情報を次のように定義している。「生存する個人に関する情報であって,当該情報に含まれる氏名,生年月日,その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ,それによって特定の個人を識別することができることとなるものを含む),または個人識別符号が含まれるもの。」","個人情報を次のように定義している。「生存する個人に関する情報であって,当該情報に含まれる氏名、生年月日その他の記述によって特定の個人を識別できるもの」",0
668,正しくない,クレジットカードでは使用者は利用後に支払いを行う。,次の文章は正しいか答えなさい。クレジットカードでは使用者は利用後の支払いを行う。,0
947,正しくない,ラスタ系画像処理ソフトでは、画像を小さな点(ピクセル)で描画する。そのため、拡大や変形すると画像が粗くなる場合がある。また、ベクタ系とは異なり画像内にある一部の円や長方形だけを移動したり、削除することはできない。,ラスタ系画像処理ソフトでは、拡大や変形すると画像が粗くなる。このため、画像内にいくつかの円や長方形だけを移動したり、削除することはできない。,0
12,excel形式やcsv形式,"オープンデータとして利用しやすいファイル形式がある.統計情報,施設一覧など表形式となっている情報にはexcel形式やcsv形式を用いる.報告書などの文章による情報や図形,画像などが混在する情報にはpdf形式やword形式を用いる.地図と組み合わせて利用する情報で,線や面などのデータを含むものにはshp形式を用いる.",表形式に適したファイル形式は何?,1
741,16bit,"コンピュータでは,文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで,文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現することができるが,日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。",コンピュータでは文字を1文字あたり何bitで表現するのですか,0
397,知的財産権,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は,申請の必要な産業に関する産業財産権と,申請の必要がない文化や芸術に関する著作権に大きく分けられる。","人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何と呼ばれているか",1
803,対人コミュニケーション、集団コミュニケーション、マスコミュニケーション,コミュニケーションを、個人同士で情報をやり取りする「対人コミュニケーション」、限られた集団で情報をやり取りする「集団コミュニケーション」、不特定多数で情報をやり取りする「マスコミュニケーション」の3つのモデルに分ける考え方がある。,コミュニケーションを3つのモデルに分ける考え方はありますか?,0
780,ベクターデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して,ラスタデータとベクタデータに大きく分けられる。ラスタデータは,画像を色情報を持った点を使って表現したデータで,ビットマップデータとも呼ばれる。ラスタデータは,写真や自然画などを扱うのに適している。しかしラスタデータは,点の集合で表現されているため,画像の拡大・縮小・変形などには適さない。ベクタデータは,画像を点とそれを結ぶ線や面で計算処理して表現したデータで,イラストや図面などを作成するのに適している。ベクタデータは,表示するたびに,計算を行って画像を表現するため,画像を拡大・縮小・変形したりしても,画質が維持されるという特徴がある。",画像を点とそれを結ぶ線や面で計算処理して表現したデータはどれか,0
637,多くのデータを読み込ませることで機械が自動的に学んでいくことが可能という特徴を持つ,"人間の神経細胞を模した多層ニューラルネットワークというモデルを用いてコンピュータに学習させる手法を,ディープラーニング(深層学習)と呼ぶ.従来の機械学習とは異なり,aiに多くのデータを読み込ませることで機械が自動的に学んでいくことが可能であるという点に特徴がある.","人間の神経細胞を模した多層ニューラルネットワークというモデルを用いてコンピュータに学習させる手法を,ディープラーニングと呼ぶ.",0
840,正しい,対人コミュニケーションは特定相手を限定した個人対個人のコミュニケーションのことを指し、集団コミュニケーションは限定された小集団レベルのコミュニケーションのことを指す。また、マスコミュニケーションは不特定多数に対して行われるコミュニケーションのことをいう。,次の文章は正しいか答えなさい。マスコミュニケーションは特定相手を限定した個人対個人のコミュニケーションのことを指し、マスコミュニケーションは不特定多数に対して行われるコミュニケーションのことを指す。,0
819,正しくない,画面内に画像や文章を配置する際に重要なことは絵心ではなく、目の特性(ゲシュタルトの法則)を理解することである。,次の文章は正しいか答えよ。画面内に画像や文章を配置する際に重要なことは絵心である。,1
1121,正しい,各種の発想法によりデザインの対象を見つけたら、そこにあるニーズについて情報を収集する。このとき収集される情報には、大きく分けて、定量的な情報と、定性的な情報がある。定量的な情報は、結果を数値で得られるため、量的な比較や検証をするのに向いている。定性的な情報は、主に文字情報によって結果が得られるため、新たな気付きを得たり、詳細な状況を探ったりするのに向いている。,次の文章は正しいか答えなさい。定量的な情報は主に数値で得られるため、新たな気付きや詳細な状況を探究するのに向いている。,0
944,正しくない,ラスタ系画像処理ソフトでは、画像を小さな点(ピクセル)で描画する。そのため、拡大や変形すると画像が粗くなる場合がある。また、ベクタ系とは異なり画像内にある一部の円や長方形だけを移動したり、削除することはできない。,次の文章は正しいか答えなさい。ラスタ系画像処理ソフトでは、画像内の一部の円や長方形だけを移動したり、削除することはできない。,0
84,正しい,各種の発想法によりデザインの対象を見つけたら、そこにあるニーズについて情報を収集する。このとき収集される情報には、大きく分けて、定量的な情報と、定性的な情報がある。定量的な情報は、結果を数値で得られるため、量的な比較や検証をするのに向いている。定性的な情報は、主に文字情報によって結果が得られるため、新たな気付きを得たり、詳細な状況を探ったりするのに向いている。,次の文章は正しいか答えなさい。定量的な情報は、結果を数値で得られるため、量的な比較や検証をするのに向いている。,1
818,正しくない,画面内に画像や文章を配置する際に重要なことは絵心ではなく、目の特性(ゲシュタルトの法則)を理解することである。,次の文章は正しいか答えなさい。画面内に画像や文章を配置する際に重要なことは絵心ですか?,0
5,正しい,有線lamと無線lanの違いとはどこにあるのだろうか。外見上は、有線がethernetに従った規格の通信であり、無線はlanケーブルなしでethernetの通信技術を実現したものである。物理的な違いであり、実際には通信上のネットワークインターフェースがethernetの電気信号であることと電波を利用することの違いである。,次の文章は正しいか答えなさい。有線がethernetに従った規格の通信であり、無線はlanケーブルなしでethernetの通信技術を実現したものである。,1
1031,正しくない,デザインの対象は、インターフェース、アルゴリズム、プログラミング、ネットワーク、データベース、データ分析など、コンテンツ以外にも多岐に渡るものである。広い意味では組織や文化などもデザインの対象になりうる。,次の文章は正しいか答えなさい。インターフェース、アルゴリズム、プログラミング、ネットワークなど、コンテンツ以外の多岐に渡るものはデザインの対象にはならない。,1
811,対人コミュニケーション、集団コミュニケーション、マスコミュニケーション,コミュニケーションを、個人同士で情報をやり取りする「対人コミュニケーション」、限られた集団で情報をやり取りする「集団コミュニケーション」、不特定多数で情報をやり取りする「マスコミュニケーション」の3つのモデルに分ける考え方がある。,コミュニケーションを、個人同士で情報をやりとりする3つのモデルに分ける考え方はありますか?,0
276,不正アクセス禁止法違反、コンピュータ・電磁的記録対象犯罪等、ネットワーク利用犯罪,"平成30年の警察白書によれば,サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反2.コンピュータ・電磁的記録対象犯罪等3.ネットワーク利用犯罪",サイバー犯罪の3つの類型は何ですか?,1
1146,正しくない,ペルソナ手法は、デザインされた情報の利用者の人物像(ペルソナ)を設定し、その人物に向けて、何が必要かを検討していくことで要件を定義する手法である。ペルソナを設定する際には、年齢、性別、職業、家族構成、趣味、スキルといった人物の基本的な情報だけでなく、利用者の会社、学校、社会での役割(ユーザロール)や、利用者がどのようなことを達成したいのか(ユーザゴール)、利用者の好みなども具体的に設定していく。,次の文章は正しいか答えなさい。ペルソナを設定する際には、年齢、性別、職業などの人物の基本的な情報が追加される。,0
522,情報格差や健康への影響、いじめや犯罪に巻き込まれるといった問題がある,"スマートフォンなど個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながっていると考えられる反面,年齢や所得など,個人の技術や社会環境の差により格差(デジタルディバイド)が生じ,新しい情報を手に入れる機械や量が異なることがある.","情報格差や健康への影響の他に,個人が所有する情報機器の普及はsnsの普及につながり,コミュニケーションの利便性の向上につながると考えられる.",0
676,正しい,収集した膨大なデータを利用して、データ相互の関係や有用な知見を見出すことなどをデータマイニングと呼ぶ。,次の文章は正しいか答えなさい。収集した膨大なデータを利用して、データ相互の関係や有用な知見を見出すことである。,1
202,形がない、消えない、簡単に複製できる、容易に伝播する,"情報の代表的な特性として,以下の4つがあげられる。1形がない2消えない3簡単に複製できる4容易に伝播する。これらの特性は「もの」と比較して考えると分かりやすい。",情報の代表的な特性は何か,1
452,正しくない,教育を担任する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。教育を担任する者、授業を受ける者は、授業の過程で利用するために著作物を複製することは違法である。,1
306,真正性、信頼性、責任追跡性、否認防止,"情報セキュリティとは,情報の機密性・完全性・可用性を確保することである。2006年制定のjis q 13335-1ではさらに真正性(authenticity),責任追跡性(accountability),信頼性(reliability),否認防止(non-repudiation)を加えて7要素と呼ぶ.",2006年制定のjis q 13335-1では、情報セキュリティを構成する要素は何か?,0
1109,正しくない,発散技法は多くの視点から多様な発想を生み出そうとする方法であり、主な発想法としてはブレーンストーミングやブレーンライティングがある。また、収束技法は集めたデータをまとめていくことで有効な情報を形成していく方法であり、kj法や特性要因図が該当する。統合技法は先述した発散と収束を繰り返す方法であり、ワークデザイン法とインプットアウトプット法が該当する。態度技法は創造的態度を身に付ける方法でロールプレイング、ワールドカフェがその代表である。,次の文章は正しいか答えなさい。態度技法は集めたデータをまとめていくことで有効な情報を形成していく方法であり、ロールプレイング、ワールドカフェはその代表である。,1
928,正しい,ベクタ系画像処理ソフトでは、円や長方形などの図形はオブジェクトというひとつの塊として描画される。オブジェクトは、数式で表現されているため、拡大・変形しても画質は劣化しない。また、オブジェクト毎に選択して重ねたり移動したりできる。,次の文章は正しいか答えなさい。ベクタ系画像処理ソフトでは図形はオブジェクトという一つの塊として描画され、拡大・変形しても画質は劣化しない。,1
243,アイデアの近さやまとまりを可視化するkj法や、一定のルールに基づいて構造的にアイデアを表すものがロジックツリーやコンセプトマップがある,"アイデアを整理し,可視化する有効な手法として,アイデアをそれぞれのカードに記し,二次元に配置しながらグループ化したり表題をつけたり関連づけたりするなどして有意な解釈や新たなアイデアなどを生み出す方法や,アイデアや項目などを一定のルールのもとに線でつなぎながら関連を分かりやすく示す方法などがある.前者の代表的な例として「kj法」が,後者の代表的な例として「ロジックツリー」「コンセプトマップ」などが挙げられる.","アイデアを整理し,可視化する有効な手法にはどのようなものがありますか?",1
714,量子化,"アナログ情報をデジタル化するときには,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化,量子化した数値を2進法で表現する符号化の手順が行われる。","アナログ情報をデジタル情報に変換するとき,それぞれの値にあらかじめ定めた段階値を割り当てる符号化の手順が行われる。",0
791,正しくない,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して,ラスタデータとベクタデータに大きく分けられる。ラスタデータは,画像を色情報を持った点を使って表現したデータで,ビットマップデータとも呼ばれる。ラスタデータは,写真や自然画などを扱うのに適している。しかしラスタデータは,点の集合で表現されているため,画像の拡大・縮小・変形などには適さない。ベクタデータは,画像を点とそれを結ぶ線や面で計算処理して表現したデータで,イラストや図面などを作成するのに適している。ベクタデータは,表示するたびに,計算を行って画像を表現するため,画像を拡大・縮小・変形したりしても,画質が維持されるという特徴がある。",次の文章は正しいか答えなさい。ラスタデータとベクタデータに大別できる。,0
195,正しい,モデルとは事物や現象の本質的な形状や法則性を抽象化してより単純化したものを指す言葉であり事物や現象のモデルを作ることをモデル化と呼ぶ。妥当性の高いモデル化ができれば、これを使って実際には行うことが困難な実験を計算だけで行ったり、複雑な現象を再現したりするための手段としても活用できる。,次の文章は正しいか答えてください。モデルとは事物や現象の本質的な形状や法則性を抽象化してより単純化したものを指す言葉である。,1
655,正しくない,プリペイドカードでは磁気データを書き換えることで利用確認を行っている。一方で、icカード方式電子マネーでは内臓icと電波でやり取りを行うことで利用確認を行っている。,次の文章は正しいか答えなさい。icカード方式電子マネーでは内臓icと電波でやり取りを行うことで利用確認を行っている。,0
707,標本化,"アナログ情報をデジタル化するときには,連続的に変化する量を一定の時間間隔で区切る標本化,それぞれの値にあらかじめ定めた段階値を割り当てる量子化,量子化した数値を2進法で表現する符号化の手順が行われる。","アナログ情報をデジタル情報に変換する際に,連続的に変化する量を一定の時間間隔で区切るものは何ですか?",0
1119,正しい,各種の発想法によりデザインの対象を見つけたら、そこにあるニーズについて情報を収集する。このとき収集される情報には、大きく分けて、定量的な情報と、定性的な情報がある。定量的な情報は、結果を数値で得られるため、量的な比較や検証をするのに向いている。定性的な情報は、主に文字情報によって結果が得られるため、新たな気付きを得たり、詳細な状況を探ったりするのに向いている。,次の文章は正しいか答えなさい。定量的な情報は主に文字によって得られるため、新たな気付きを得たり、詳細な状況を探ったりするのに向いている。,0
1064,"6人程度のグループを組んで,6×3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法","ブレーンストーミングやkj法以外に,授業に取り入れやすい発想法としては,ブレーンライティング(635法)がある。ブレーンライティングは,6人程度のグループを組んで,6×3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法である。",ブレーンライティングとは何ですか?,1
578,正しくない,情報機器の普及は、これらを利用して仕事をしている人に対して、目が疲れたり肩こりが生じたりという身体的な症状や、また、過度に情報機器に依存してしまう不安症などという健康被害(テクノストレス)を生じさせることもある。,次の文章は正しいか答えなさい。情報機器の普及は、これらのを利用して仕事をしている人に対して、目が疲れたり肩こりが生じたりという身体的な症状を生じさせる。,0
765,ビットマップデータ,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して,ラスタデータとベクタデータに大きく分けられる。ラスタデータは,画像を色情報を持った点を使って表現したデータで,ビットマップデータとも呼ばれる。ラスタデータは,写真や自然画などを扱うのに適している。しかしラスタデータは,点の集合で表現されているため,画像の拡大・縮小・変形などには適さない。ベクタデータは,画像を点とそれを結ぶ線や面で計算処理して表現したデータで,イラストや図面などを作成するのに適している。ベクタデータは,表示するたびに,計算を行って画像を表現するため,画像を拡大・縮小・変形したりしても,画質が維持されるという特徴がある。",ラスタデータは何とも呼ばれていますか,1
453,正しくない,教育を担任する者、授業を受ける者は、授業の過程で利用するために、必要と認められる限度に置いて著作物を複製できる。ただし、著作権者の利益を不当に害することは違法になる。,次の文章は正しいか答えなさい。授業の過程で利用するために著作物を複製することは違法である。,1
737,16bit,"コンピュータでは,文字の一つ一つに文字コードと呼ばれる固有の番号を割り当てることで,文字を2進法のデータとして取り扱っている。英語などで使用されるアルファベットや数字などの文字は種類が少ないので7bitで表現することができるが,日本語などで使用される漢字などの文字は種類が多いので16bitで表現する。","コンピュータでは,日本語は1文字あたり何bitで表現できますか",1
580,正しくない,情報機器の普及は、これらを利用して仕事をしている人に対して、目が疲れたり肩こりが生じたりという身体的な症状や、また、過度に情報機器に依存してしまう不安症などという健康被害(テクノストレス)を生じさせることもある。,次の文章は正しいか答えなさい。情報機器の普及は、これらの利用を利用する人に対して、目が疲れたり肩こりが生じたりという身体的な症状を生じさせる。,0
125,問題解決の考え方を適応し、問題点を明確に、具体的な理想を明らかにして分析を進め、情報や情報技術を活用しながら知恵や思考力をもって影の面をなくす,"光の面は十分に享受するとともに,問題解決の考え方を利用し,問題点を明確にし,具体的な理想を明らかにして分析を進めるとともに,情報や情報技術を効果的に利用しながら,知恵や思考力をもって生徒自身の力で影の面を無くしていく方向に促すことは重要である.",情報社会には光と影の面がありますが、どのようにして影の面をなくせば良いですか,1
420,商標権,"特許権,実用新案権,意匠権,商標権を総称して産業財産権といい,新しい技術やデザインなどに対して独占的に使用できる権利が与えられ,模倣されないように保護される。","特許権,実用新案権、意匠権を総称して産業財産権という。",0
782,正しくない,"コンピュータで扱う画像データには様々な種類がある。画像データは大別して,ラスタデータとベクタデータに大きく分けられる。ラスタデータは,画像を色情報を持った点を使って表現したデータで,ビットマップデータとも呼ばれる。ラスタデータは,写真や自然画などを扱うのに適している。しかしラスタデータは,点の集合で表現されているため,画像の拡大・縮小・変形などには適さない。ベクタデータは,画像を点とそれを結ぶ線や面で計算処理して表現したデータで,イラストや図面などを作成するのに適している。ベクタデータは,表示するたびに,計算を行って画像を表現するため,画像を拡大・縮小・変形したりしても,画質が維持されるという特徴がある。","次の文章は正しいか答えなさい。画像データ大別して,ラスタデータとベクタデータに大別できる。",0
799,コミュニケーションとは、送り手と受け手の間で情報のやり取りをすることである。,コミュニケーションは、送り手と、受け手の間で情報のやり取りをすることを指す。,コミュニケーションとはどういう意味ですか,0
871,インタラクティブなメディア,利用者の働きかけによって、提示される内容が変化するメディアをインタラクティブなメディアという。,利用者の働きかけによって提示される内容が変化するメディアとは何ですか?,1
533,10代はsnsや動画投稿・共有サイト、友人とのチャットが情報源であり、60代は新聞やテレビを情報源としている,"10代は情報源としてsnsや動画投稿・共有サイト,友人とのチャットが中心であるように読み取れる.60歳以上は,ネットの利用時間が短く",10代は情報源としてsnsや動画投稿・共有サイトが中心であるように見えますか?,0
470,生体情報を変換した符号であるdna、顔、虹彩などや、公的な番号であるパスポート番号、マイナンバーなどである,"個人情報の例としては,マイナンバーやパスポート番号などの個人識別符号をあげることができる.同姓同名がいない場合は,氏名がわかれば個人を特定することができ,dna,虹彩,指紋,声紋などの生体情報も個人を識別するものとして利用することができる.","個人情報の例として,生体情報を変換した符号であるdna、顔、虹彩をあげよ",0
608,電子マネーとは電子的なやり取りにより、現金の代わりに決済ができるサービスのことを指す,"電子マネーとは,電子的なデータのやりとりにより,現金の代わりに決済できるサービスをさす場合が多い.",電子マネーとは何のことですか?,1
204,形がない、消えない、簡単に複製できる、容易に伝播する,"情報の代表的な特性として,以下の4つがあげられる。1形がない2消えない3簡単に複製できる4容易に伝播する。これらの特性は「もの」と比較して考えると分かりやすい。",情報の代表的な特性は何か?,1
444,個人情報を持つ企業や行政に対し、開示、訂正、利用停止等を求めることができる,"我々は,個人情報を持つ企業や行政機関について,開示,訂正,利用停止等を求めることができる権利が保障されているので,これらを適切に行使して自分の個人情報を適切に保つことができる.","我々は,開示、訂正、利用停止等を求めることができる権利が保障されているので,これらを適切に行使して自分の個人情報を適切に保つことができる.",0
110,商標権,"特許権,実用新案権,意匠権,商標権を総称して産業財産権といい,新しい技術やデザインなどに対して独占的に使用できる権利が与えられ,模倣されないように保護される。","産業財産権は特許権,実用新案権,意匠権と何の総称?",1
874,紙,旧石器時代の人類は、壁画などを用いて情報を伝えることもあったと考えられる。その後、楔形文字やヒエログリフなどの文字が生まれ、紙の普及により筆記のコミュニケーションが盛んになった。,どのような素材が発明され、筆記コミュニケーションが盛んになったのですか?,1
51,コミュニケーションとは、送り手と受け手の間で情報のやり取りをすることである。,コミュニケーションは、送り手と、受け手の間で情報のやり取りをすることを指す。,コミュニケーションとは何か説明しなさい。,1
390,情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権についてよく理解した上で活用するようにしなければならない,"情報機器等が普及し,デジタル化が進んだことにより,映像,音楽,イラストや写真,文章など多くの著作物を手軽に利用でき,また複製できるようになった.手軽に利用できるようになったからこそ,知らぬ間に著作権を侵害してしまうことのないように,著作権についてよく理解した上で,著作物を守り活用していく姿勢が求められる.","情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように留意する必要がある。",0
199,不確実な現象のシュミレーション,ブラウン運動や株価の変動など不確実な現象のシミュレーションとして用いられるモデルにランダムウォークがある,ランダムウォークとはどのような時に用いられるモデルですか?,1
179,線形探索,線形探索はリストを先頭から順に比較しながら探索値に一致するデータを探し出す探索方法である。探索値とリスト内のデータを先頭から順番に比較していき、一致したデータがあれば、その場所(リストの添え字)を表示する。,リストを先頭から順に比較しながら探索値に一致するデータを探し出す探索方法は何か,1
